"_id","CRASH DATE","CRASH TIME","BOROUGH","ZIP CODE","LATITUDE","LONGITUDE","NUMBER OF PERSONS INJURED","NUMBER OF PERSONS KILLED","URL","avg_rain"
"5fcd3679ddd31d1b446f053f","2017-01-12","18:34","BROOKLYN","11231","40.685738","-74.00237",0,"0","https://www.ncdc.noaa.gov/cdo-web/api/v2/data?datasetid=GHCND&datatypeid=PRCP&limit=1000&startdate=2017-01-12&enddate=2017-01-12&locationid=CITY:US360019",74.45
"5fcd3679ddd31d1b446f0540","2017-01-18","18:00","STATEN ISLAND","10305","40.595966","-74.08715",0,"0","https://www.ncdc.noaa.gov/cdo-web/api/v2/data?datasetid=GHCND&datatypeid=PRCP&limit=1000&startdate=2017-01-18&enddate=2017-01-18&locationid=CITY:US360019",119.75
"5fcd3679ddd31d1b446f0541","2017-01-06","18:54","QUEENS","11369","40.76605","-73.87587",0,"0","https://www.ncdc.noaa.gov/cdo-web/api/v2/data?datasetid=GHCND&datatypeid=PRCP&limit=1000&startdate=2017-01-06&enddate=2017-01-06&locationid=CITY:US360019",9.92
"5fcd3679ddd31d1b446f0544","2016-12-28","10:40","STATEN ISLAND","10312","40.534325","-74.193016",0,"0","https://www.ncdc.noaa.gov/cdo-web/api/v2/data?datasetid=GHCND&datatypeid=PRCP&limit=1000&startdate=2016-12-28&enddate=2016-12-28&locationid=CITY:US360019",0.31
"5fcd3679ddd31d1b446f0546","2017-01-11","22:50","STATEN ISLAND","10312","40.547474","-74.17851",0,"0","https://www.ncdc.noaa.gov/cdo-web/api/v2/data?datasetid=GHCND&datatypeid=PRCP&limit=1000&startdate=2017-01-11&enddate=2017-01-11&locationid=CITY:US360019",71.16
"5fcd3679ddd31d1b446f0549","2017-01-06","23:00","MANHATTAN","","40.73677","-73.97442",0,"0","https://www.ncdc.noaa.gov/cdo-web/api/v2/data?datasetid=GHCND&datatypeid=PRCP&limit=1000&startdate=2017-01-06&enddate=2017-01-06&locationid=CITY:US360019",9.92
"5fcd3679ddd31d1b446f054c","2016-12-27","10:22","MANHATTAN","10022","40.762096","-73.97194",0,"0","https://www.ncdc.noaa.gov/cdo-web/api/v2/data?datasetid=GHCND&datatypeid=PRCP&limit=1000&startdate=2016-12-27&enddate=2016-12-27&locationid=CITY:US360019",3.1
"5fcd3679ddd31d1b446f054d","2016-12-31","17:00","QUEENS","11373","40.733967","-73.87177",0,"0","https://www.ncdc.noaa.gov/cdo-web/api/v2/data?datasetid=GHCND&datatypeid=PRCP&limit=1000&startdate=2016-12-31&enddate=2016-12-31&locationid=CITY:US360019",0.97
"5fcd3679ddd31d1b446f054f","2017-01-04","18:20","QUEENS","11429","40.713985","-73.73812",0,"0","https://www.ncdc.noaa.gov/cdo-web/api/v2/data?datasetid=GHCND&datatypeid=PRCP&limit=1000&startdate=2017-01-04&enddate=2017-01-04&locationid=CITY:US360019",111.67
"5fcd3679ddd31d1b446f0551","2017-01-12","19:00","BROOKLYN","11203","40.65288","-73.927574",0,"0","https://www.ncdc.noaa.gov/cdo-web/api/v2/data?datasetid=GHCND&datatypeid=PRCP&limit=1000&startdate=2017-01-12&enddate=2017-01-12&locationid=CITY:US360019",74.45
"5fcd3679ddd31d1b446f0552","2017-01-11","19:25","BROOKLYN","11232","40.656124","-74.00591",0,"0","https://www.ncdc.noaa.gov/cdo-web/api/v2/data?datasetid=GHCND&datatypeid=PRCP&limit=1000&startdate=2017-01-11&enddate=2017-01-11&locationid=CITY:US360019",71.16
"5fcd3679ddd31d1b446f0553","2017-01-19","9:00","QUEENS","11418","40.697247","-73.84302",0,"0","https://www.ncdc.noaa.gov/cdo-web/api/v2/data?datasetid=GHCND&datatypeid=PRCP&limit=1000&startdate=2017-01-19&enddate=2017-01-19&locationid=CITY:US360019",2.96
"5fcd3679ddd31d1b446f0554","2017-01-16","15:07","BROOKLYN","11230","40.635967","-73.96437",0,"0","https://www.ncdc.noaa.gov/cdo-web/api/v2/data?datasetid=GHCND&datatypeid=PRCP&limit=1000&startdate=2017-01-16&enddate=2017-01-16&locationid=CITY:US360019",2.61
"5fcd3679ddd31d1b446f0555","2016-12-26","13:00","QUEENS","11434","40.665653","-73.77397",0,"0","https://www.ncdc.noaa.gov/cdo-web/api/v2/data?datasetid=GHCND&datatypeid=PRCP&limit=1000&startdate=2016-12-26&enddate=2016-12-26&locationid=CITY:US360019",0.47
"5fcd3679ddd31d1b446f0557","2017-01-03","7:40","MANHATTAN","10001","40.749794","-73.99149",0,"0","https://www.ncdc.noaa.gov/cdo-web/api/v2/data?datasetid=GHCND&datatypeid=PRCP&limit=1000&startdate=2017-01-03&enddate=2017-01-03&locationid=CITY:US360019",92.52
"5fcd3679ddd31d1b446f055a","2017-01-21","20:20","MANHATTAN","10002","40.716454","-73.98058",0,"0","https://www.ncdc.noaa.gov/cdo-web/api/v2/data?datasetid=GHCND&datatypeid=PRCP&limit=1000&startdate=2017-01-21&enddate=2017-01-21&locationid=CITY:US360019",22.42
"5fcd3679ddd31d1b446f055b","2017-01-20","20:40","QUEENS","11101","40.742874","-73.933945",0,"0","https://www.ncdc.noaa.gov/cdo-web/api/v2/data?datasetid=GHCND&datatypeid=PRCP&limit=1000&startdate=2017-01-20&enddate=2017-01-20&locationid=CITY:US360019",4.97
"5fcd3679ddd31d1b446f055d","2017-01-21","12:30","BROOKLYN","11226","40.652145","-73.95916",0,"0","https://www.ncdc.noaa.gov/cdo-web/api/v2/data?datasetid=GHCND&datatypeid=PRCP&limit=1000&startdate=2017-01-21&enddate=2017-01-21&locationid=CITY:US360019",22.42
"5fcd3679ddd31d1b446f0561","2017-01-10","17:15","STATEN ISLAND","10309","40.52128","-74.23946",0,"0","https://www.ncdc.noaa.gov/cdo-web/api/v2/data?datasetid=GHCND&datatypeid=PRCP&limit=1000&startdate=2017-01-10&enddate=2017-01-10&locationid=CITY:US360019",0.74
"5fcd3679ddd31d1b446f0562","2016-12-25","15:00","MANHATTAN","10034","40.870388","-73.914566",0,"0","https://www.ncdc.noaa.gov/cdo-web/api/v2/data?datasetid=GHCND&datatypeid=PRCP&limit=1000&startdate=2016-12-25&enddate=2016-12-25&locationid=CITY:US360019",78.6
"5fcd3679ddd31d1b446f0563","2017-01-03","9:55","QUEENS","11354","40.77079","-73.826584",0,"0","https://www.ncdc.noaa.gov/cdo-web/api/v2/data?datasetid=GHCND&datatypeid=PRCP&limit=1000&startdate=2017-01-03&enddate=2017-01-03&locationid=CITY:US360019",92.52
"5fcd3679ddd31d1b446f0564","2017-01-09","12:00","QUEENS","11354","40.761124","-73.834816",0,"0","https://www.ncdc.noaa.gov/cdo-web/api/v2/data?datasetid=GHCND&datatypeid=PRCP&limit=1000&startdate=2017-01-09&enddate=2017-01-09&locationid=CITY:US360019",2.51
"5fcd3679ddd31d1b446f0567","2017-01-07","14:30","BROOKLYN","11229","40.598476","-73.93141",1,"0","https://www.ncdc.noaa.gov/cdo-web/api/v2/data?datasetid=GHCND&datatypeid=PRCP&limit=1000&startdate=2017-01-07&enddate=2017-01-07&locationid=CITY:US360019",10.16
"5fcd3679ddd31d1b446f0568","2017-01-02","11:50","QUEENS","11374","40.711597","-73.85819",0,"0","https://www.ncdc.noaa.gov/cdo-web/api/v2/data?datasetid=GHCND&datatypeid=PRCP&limit=1000&startdate=2017-01-02&enddate=2017-01-02&locationid=CITY:US360019",13.25
"5fcd3679ddd31d1b446f0569","2017-01-19","10:15","MANHATTAN","10013","40.71833","-73.99684",1,"0","https://www.ncdc.noaa.gov/cdo-web/api/v2/data?datasetid=GHCND&datatypeid=PRCP&limit=1000&startdate=2017-01-19&enddate=2017-01-19&locationid=CITY:US360019",2.96
"5fcd3679ddd31d1b446f056a","2016-12-31","2:15","BROOKLYN","11220","40.643917","-74.0008",0,"0","https://www.ncdc.noaa.gov/cdo-web/api/v2/data?datasetid=GHCND&datatypeid=PRCP&limit=1000&startdate=2016-12-31&enddate=2016-12-31&locationid=CITY:US360019",0.97
"5fcd3679ddd31d1b446f056c","2017-01-14","0:56","QUEENS","11361","40.763542","-73.771675",0,"0","https://www.ncdc.noaa.gov/cdo-web/api/v2/data?datasetid=GHCND&datatypeid=PRCP&limit=1000&startdate=2017-01-14&enddate=2017-01-14&locationid=CITY:US360019",3.47
"5fcd3679ddd31d1b446f056d","2017-01-06","13:00","BRONX","10456","40.835896","-73.901855",0,"0","https://www.ncdc.noaa.gov/cdo-web/api/v2/data?datasetid=GHCND&datatypeid=PRCP&limit=1000&startdate=2017-01-06&enddate=2017-01-06&locationid=CITY:US360019",9.92
"5fcd3679ddd31d1b446f056f","2016-12-31","6:10","BRONX","10455","40.820824","-73.91562",0,"0","https://www.ncdc.noaa.gov/cdo-web/api/v2/data?datasetid=GHCND&datatypeid=PRCP&limit=1000&startdate=2016-12-31&enddate=2016-12-31&locationid=CITY:US360019",0.97
"5fcd3679ddd31d1b446f0572","2016-12-26","14:52","MANHATTAN","10002","40.71814","-73.98698",0,"0","https://www.ncdc.noaa.gov/cdo-web/api/v2/data?datasetid=GHCND&datatypeid=PRCP&limit=1000&startdate=2016-12-26&enddate=2016-12-26&locationid=CITY:US360019",0.47
"5fcd3679ddd31d1b446f0575","2017-01-02","11:45","MANHATTAN","10004","40.703598","-74.0144",0,"0","https://www.ncdc.noaa.gov/cdo-web/api/v2/data?datasetid=GHCND&datatypeid=PRCP&limit=1000&startdate=2017-01-02&enddate=2017-01-02&locationid=CITY:US360019",13.25
"5fcd3679ddd31d1b446f0576","2017-01-05","12:45","QUEENS","11416","40.685673","-73.846725",0,"0","https://www.ncdc.noaa.gov/cdo-web/api/v2/data?datasetid=GHCND&datatypeid=PRCP&limit=1000&startdate=2017-01-05&enddate=2017-01-05&locationid=CITY:US360019",0.37
"5fcd3679ddd31d1b446f0577","2017-01-14","12:20","QUEENS","11355","40.750095","-73.81855",0,"0","https://www.ncdc.noaa.gov/cdo-web/api/v2/data?datasetid=GHCND&datatypeid=PRCP&limit=1000&startdate=2017-01-14&enddate=2017-01-14&locationid=CITY:US360019",3.47
"5fcd3679ddd31d1b446f0579","2017-01-08","20:00","BROOKLYN","11201","40.700768","-73.990944",0,"0","https://www.ncdc.noaa.gov/cdo-web/api/v2/data?datasetid=GHCND&datatypeid=PRCP&limit=1000&startdate=2017-01-08&enddate=2017-01-08&locationid=CITY:US360019",64.03
"5fcd3679ddd31d1b446f057b","2017-01-18","8:56","STATEN ISLAND","10306","40.575024","-74.1183",0,"0","https://www.ncdc.noaa.gov/cdo-web/api/v2/data?datasetid=GHCND&datatypeid=PRCP&limit=1000&startdate=2017-01-18&enddate=2017-01-18&locationid=CITY:US360019",119.75
"5fcd3679ddd31d1b446f057c","2017-01-17","14:25","BRONX","10461","40.850693","-73.85051",1,"0","https://www.ncdc.noaa.gov/cdo-web/api/v2/data?datasetid=GHCND&datatypeid=PRCP&limit=1000&startdate=2017-01-17&enddate=2017-01-17&locationid=CITY:US360019",19.14
"5fcd3679ddd31d1b446f057d","2017-01-20","0:00","MANHATTAN","10035","40.803486","-73.93529",0,"0","https://www.ncdc.noaa.gov/cdo-web/api/v2/data?datasetid=GHCND&datatypeid=PRCP&limit=1000&startdate=2017-01-20&enddate=2017-01-20&locationid=CITY:US360019",4.97
"5fcd3679ddd31d1b446f057e","2017-01-17","9:05","MANHATTAN","10017","40.7501","-73.974945",1,"0","https://www.ncdc.noaa.gov/cdo-web/api/v2/data?datasetid=GHCND&datatypeid=PRCP&limit=1000&startdate=2017-01-17&enddate=2017-01-17&locationid=CITY:US360019",19.14
"5fcd3679ddd31d1b446f057f","2017-01-03","12:46","QUEENS","11372","40.749844","-73.883385",0,"0","https://www.ncdc.noaa.gov/cdo-web/api/v2/data?datasetid=GHCND&datatypeid=PRCP&limit=1000&startdate=2017-01-03&enddate=2017-01-03&locationid=CITY:US360019",92.52
"5fcd3679ddd31d1b446f0583","2017-01-14","23:50","BROOKLYN","11232","40.652954","-74.00215",0,"0","https://www.ncdc.noaa.gov/cdo-web/api/v2/data?datasetid=GHCND&datatypeid=PRCP&limit=1000&startdate=2017-01-14&enddate=2017-01-14&locationid=CITY:US360019",3.47
"5fcd3679ddd31d1b446f0586","2017-01-09","7:45","QUEENS","11432","40.710606","-73.78155",0,"0","https://www.ncdc.noaa.gov/cdo-web/api/v2/data?datasetid=GHCND&datatypeid=PRCP&limit=1000&startdate=2017-01-09&enddate=2017-01-09&locationid=CITY:US360019",2.51
"5fcd3679ddd31d1b446f0588","2017-01-16","12:00","BROOKLYN","11232","40.661724","-74.0001",0,"0","https://www.ncdc.noaa.gov/cdo-web/api/v2/data?datasetid=GHCND&datatypeid=PRCP&limit=1000&startdate=2017-01-16&enddate=2017-01-16&locationid=CITY:US360019",2.61
"5fcd3679ddd31d1b446f058a","2016-12-25","9:00","QUEENS","11417","40.676685","-73.84371",0,"0","https://www.ncdc.noaa.gov/cdo-web/api/v2/data?datasetid=GHCND&datatypeid=PRCP&limit=1000&startdate=2016-12-25&enddate=2016-12-25&locationid=CITY:US360019",78.6
"5fcd3679ddd31d1b446f058b","2017-01-07","8:30","BROOKLYN","11211","40.7059","-73.963104",0,"0","https://www.ncdc.noaa.gov/cdo-web/api/v2/data?datasetid=GHCND&datatypeid=PRCP&limit=1000&startdate=2017-01-07&enddate=2017-01-07&locationid=CITY:US360019",10.16
"5fcd3679ddd31d1b446f058d","2016-12-27","7:53","STATEN ISLAND","10301","40.620686","-74.11002",0,"0","https://www.ncdc.noaa.gov/cdo-web/api/v2/data?datasetid=GHCND&datatypeid=PRCP&limit=1000&startdate=2016-12-27&enddate=2016-12-27&locationid=CITY:US360019",3.1
"5fcd3679ddd31d1b446f058e","2017-01-07","15:00","BROOKLYN","11235","40.591133","-73.94984",0,"0","https://www.ncdc.noaa.gov/cdo-web/api/v2/data?datasetid=GHCND&datatypeid=PRCP&limit=1000&startdate=2017-01-07&enddate=2017-01-07&locationid=CITY:US360019",10.16
"5fcd3679ddd31d1b446f0591","2017-01-05","11:30","BROOKLYN","11233","40.682163","-73.92712",0,"0","https://www.ncdc.noaa.gov/cdo-web/api/v2/data?datasetid=GHCND&datatypeid=PRCP&limit=1000&startdate=2017-01-05&enddate=2017-01-05&locationid=CITY:US360019",0.37
"5fcd3679ddd31d1b446f0593","2017-01-18","13:30","QUEENS","11354","40.761166","-73.82938",0,"0","https://www.ncdc.noaa.gov/cdo-web/api/v2/data?datasetid=GHCND&datatypeid=PRCP&limit=1000&startdate=2017-01-18&enddate=2017-01-18&locationid=CITY:US360019",119.75
"5fcd3679ddd31d1b446f0596","2017-01-04","12:13","BRONX","10465","40.825924","-73.8399",0,"0","https://www.ncdc.noaa.gov/cdo-web/api/v2/data?datasetid=GHCND&datatypeid=PRCP&limit=1000&startdate=2017-01-04&enddate=2017-01-04&locationid=CITY:US360019",111.67
"5fcd3679ddd31d1b446f0597","2016-12-28","0:00","BRONX","10460","40.84432","-73.88299",0,"0","https://www.ncdc.noaa.gov/cdo-web/api/v2/data?datasetid=GHCND&datatypeid=PRCP&limit=1000&startdate=2016-12-28&enddate=2016-12-28&locationid=CITY:US360019",0.31
"5fcd3679ddd31d1b446f0598","2017-01-09","9:41","BRONX","10468","40.867474","-73.89741",0,"0","https://www.ncdc.noaa.gov/cdo-web/api/v2/data?datasetid=GHCND&datatypeid=PRCP&limit=1000&startdate=2017-01-09&enddate=2017-01-09&locationid=CITY:US360019",2.51
"5fcd3679ddd31d1b446f0599","2017-01-05","17:00","BRONX","10467","40.869995","-73.86337",0,"0","https://www.ncdc.noaa.gov/cdo-web/api/v2/data?datasetid=GHCND&datatypeid=PRCP&limit=1000&startdate=2017-01-05&enddate=2017-01-05&locationid=CITY:US360019",0.37
"5fcd3679ddd31d1b446f059b","2017-01-07","11:26","BRONX","10452","40.83383","-73.921234",0,"0","https://www.ncdc.noaa.gov/cdo-web/api/v2/data?datasetid=GHCND&datatypeid=PRCP&limit=1000&startdate=2017-01-07&enddate=2017-01-07&locationid=CITY:US360019",10.16
"5fcd3679ddd31d1b446f059c","2016-12-26","16:45","BRONX","10467","40.8678","-73.86251",0,"0","https://www.ncdc.noaa.gov/cdo-web/api/v2/data?datasetid=GHCND&datatypeid=PRCP&limit=1000&startdate=2016-12-26&enddate=2016-12-26&locationid=CITY:US360019",0.47
"5fcd3679ddd31d1b446f059d","2017-01-18","19:06","MANHATTAN","10003","40.731094","-73.98278",1,"0","https://www.ncdc.noaa.gov/cdo-web/api/v2/data?datasetid=GHCND&datatypeid=PRCP&limit=1000&startdate=2017-01-18&enddate=2017-01-18&locationid=CITY:US360019",119.75
"5fcd3679ddd31d1b446f059e","2017-01-08","2:10","BROOKLYN","11203","40.648182","-73.93001",1,"0","https://www.ncdc.noaa.gov/cdo-web/api/v2/data?datasetid=GHCND&datatypeid=PRCP&limit=1000&startdate=2017-01-08&enddate=2017-01-08&locationid=CITY:US360019",64.03
"5fcd3679ddd31d1b446f059f","2017-01-11","4:25","STATEN ISLAND","10312","40.546253","-74.158875",0,"0","https://www.ncdc.noaa.gov/cdo-web/api/v2/data?datasetid=GHCND&datatypeid=PRCP&limit=1000&startdate=2017-01-11&enddate=2017-01-11&locationid=CITY:US360019",71.16
"5fcd3679ddd31d1b446f05a1","2017-01-17","8:26","BROOKLYN","11204","40.62521","-73.9804",1,"0","https://www.ncdc.noaa.gov/cdo-web/api/v2/data?datasetid=GHCND&datatypeid=PRCP&limit=1000&startdate=2017-01-17&enddate=2017-01-17&locationid=CITY:US360019",19.14
"5fcd3679ddd31d1b446f05a2","2017-01-08","23:32","QUEENS","11101","40.753998","-73.94244",0,"0","https://www.ncdc.noaa.gov/cdo-web/api/v2/data?datasetid=GHCND&datatypeid=PRCP&limit=1000&startdate=2017-01-08&enddate=2017-01-08&locationid=CITY:US360019",64.03
"5fcd3679ddd31d1b446f05a3","2017-01-19","21:00","MANHATTAN","10009","40.723938","-73.987976",1,"0","https://www.ncdc.noaa.gov/cdo-web/api/v2/data?datasetid=GHCND&datatypeid=PRCP&limit=1000&startdate=2017-01-19&enddate=2017-01-19&locationid=CITY:US360019",2.96
"5fcd3679ddd31d1b446f05a4","2017-01-12","11:00","QUEENS","11422","40.68454","-73.73145",0,"0","https://www.ncdc.noaa.gov/cdo-web/api/v2/data?datasetid=GHCND&datatypeid=PRCP&limit=1000&startdate=2017-01-12&enddate=2017-01-12&locationid=CITY:US360019",74.45
"5fcd3679ddd31d1b446f05a6","2017-01-19","15:15","QUEENS","11365","40.740425","-73.77579",0,"0","https://www.ncdc.noaa.gov/cdo-web/api/v2/data?datasetid=GHCND&datatypeid=PRCP&limit=1000&startdate=2017-01-19&enddate=2017-01-19&locationid=CITY:US360019",2.96
"5fcd3679ddd31d1b446f05a8","2017-01-18","18:40","MANHATTAN","10026","40.798523","-73.94926",1,"0","https://www.ncdc.noaa.gov/cdo-web/api/v2/data?datasetid=GHCND&datatypeid=PRCP&limit=1000&startdate=2017-01-18&enddate=2017-01-18&locationid=CITY:US360019",119.75
"5fcd3679ddd31d1b446f05ab","2017-01-04","13:56","BRONX","10456","40.830914","-73.92047",0,"0","https://www.ncdc.noaa.gov/cdo-web/api/v2/data?datasetid=GHCND&datatypeid=PRCP&limit=1000&startdate=2017-01-04&enddate=2017-01-04&locationid=CITY:US360019",111.67
"5fcd3679ddd31d1b446f05ac","2017-01-09","13:30","QUEENS","11355","40.75226","-73.8324",0,"0","https://www.ncdc.noaa.gov/cdo-web/api/v2/data?datasetid=GHCND&datatypeid=PRCP&limit=1000&startdate=2017-01-09&enddate=2017-01-09&locationid=CITY:US360019",2.51
"5fcd3679ddd31d1b446f05ad","2017-01-09","0:05","MANHATTAN","10016","40.74608","-73.974945",0,"0","https://www.ncdc.noaa.gov/cdo-web/api/v2/data?datasetid=GHCND&datatypeid=PRCP&limit=1000&startdate=2017-01-09&enddate=2017-01-09&locationid=CITY:US360019",2.51
"5fcd3679ddd31d1b446f05b0","2016-12-26","11:00","BRONX","10467","40.86318","-73.865486",0,"0","https://www.ncdc.noaa.gov/cdo-web/api/v2/data?datasetid=GHCND&datatypeid=PRCP&limit=1000&startdate=2016-12-26&enddate=2016-12-26&locationid=CITY:US360019",0.47
"5fcd3679ddd31d1b446f05b2","2017-01-01","3:48","MANHATTAN","10128","40.783306","-73.952805",0,"0","https://www.ncdc.noaa.gov/cdo-web/api/v2/data?datasetid=GHCND&datatypeid=PRCP&limit=1000&startdate=2017-01-01&enddate=2017-01-01&locationid=CITY:US360019",0.25
"5fcd3679ddd31d1b446f05b3","2017-01-16","19:30","MANHATTAN","10025","40.797813","-73.971344",0,"0","https://www.ncdc.noaa.gov/cdo-web/api/v2/data?datasetid=GHCND&datatypeid=PRCP&limit=1000&startdate=2017-01-16&enddate=2017-01-16&locationid=CITY:US360019",2.61
"5fcd3679ddd31d1b446f05b4","2016-12-30","19:00","QUEENS","11420","40.68354","-73.81065",0,"0","https://www.ncdc.noaa.gov/cdo-web/api/v2/data?datasetid=GHCND&datatypeid=PRCP&limit=1000&startdate=2016-12-30&enddate=2016-12-30&locationid=CITY:US360019",93.06
"5fcd3679ddd31d1b446f05b8","2017-01-04","1:03","BRONX","10455","40.81527","-73.904434",0,"0","https://www.ncdc.noaa.gov/cdo-web/api/v2/data?datasetid=GHCND&datatypeid=PRCP&limit=1000&startdate=2017-01-04&enddate=2017-01-04&locationid=CITY:US360019",111.67
"5fcd3679ddd31d1b446f05ba","2017-01-12","12:00","BROOKLYN","11238","40.678932","-73.96197",0,"0","https://www.ncdc.noaa.gov/cdo-web/api/v2/data?datasetid=GHCND&datatypeid=PRCP&limit=1000&startdate=2017-01-12&enddate=2017-01-12&locationid=CITY:US360019",74.45
"5fcd3679ddd31d1b446f05bc","2017-01-14","17:35","QUEENS","11432","40.707714","-73.802795",1,"0","https://www.ncdc.noaa.gov/cdo-web/api/v2/data?datasetid=GHCND&datatypeid=PRCP&limit=1000&startdate=2017-01-14&enddate=2017-01-14&locationid=CITY:US360019",3.47
"5fcd3679ddd31d1b446f05bd","2017-01-09","20:30","QUEENS","11417","40.680687","-73.84459",0,"0","https://www.ncdc.noaa.gov/cdo-web/api/v2/data?datasetid=GHCND&datatypeid=PRCP&limit=1000&startdate=2017-01-09&enddate=2017-01-09&locationid=CITY:US360019",2.51
"5fcd3679ddd31d1b446f05be","2016-12-24","1:58","MANHATTAN","10016","40.75022","-73.979065",0,"0","https://www.ncdc.noaa.gov/cdo-web/api/v2/data?datasetid=GHCND&datatypeid=PRCP&limit=1000&startdate=2016-12-24&enddate=2016-12-24&locationid=CITY:US360019",46.44
"5fcd3679ddd31d1b446f05bf","2017-01-02","20:30","QUEENS","11426","40.741386","-73.72489",0,"0","https://www.ncdc.noaa.gov/cdo-web/api/v2/data?datasetid=GHCND&datatypeid=PRCP&limit=1000&startdate=2017-01-02&enddate=2017-01-02&locationid=CITY:US360019",13.25
"5fcd3679ddd31d1b446f05c1","2017-01-09","8:30","MANHATTAN","10031","40.8188","-73.95603",0,"0","https://www.ncdc.noaa.gov/cdo-web/api/v2/data?datasetid=GHCND&datatypeid=PRCP&limit=1000&startdate=2017-01-09&enddate=2017-01-09&locationid=CITY:US360019",2.51
"5fcd3679ddd31d1b446f05c2","2017-01-13","10:30","BROOKLYN","11209","40.629486","-74.022644",0,"0","https://www.ncdc.noaa.gov/cdo-web/api/v2/data?datasetid=GHCND&datatypeid=PRCP&limit=1000&startdate=2017-01-13&enddate=2017-01-13&locationid=CITY:US360019",1.94
"5fcd3679ddd31d1b446f05c3","2017-01-07","1:00","BRONX","10472","40.825462","-73.882744",0,"0","https://www.ncdc.noaa.gov/cdo-web/api/v2/data?datasetid=GHCND&datatypeid=PRCP&limit=1000&startdate=2017-01-07&enddate=2017-01-07&locationid=CITY:US360019",10.16
"5fcd3679ddd31d1b446f05c4","2017-01-07","14:50","BROOKLYN","11228","40.625267","-74.01727",0,"0","https://www.ncdc.noaa.gov/cdo-web/api/v2/data?datasetid=GHCND&datatypeid=PRCP&limit=1000&startdate=2017-01-07&enddate=2017-01-07&locationid=CITY:US360019",10.16
"5fcd3679ddd31d1b446f05c5","2017-01-09","15:00","QUEENS","11691","40.599728","-73.76388",1,"0","https://www.ncdc.noaa.gov/cdo-web/api/v2/data?datasetid=GHCND&datatypeid=PRCP&limit=1000&startdate=2017-01-09&enddate=2017-01-09&locationid=CITY:US360019",2.51
"5fcd3679ddd31d1b446f05c6","2017-01-04","14:50","STATEN ISLAND","10312","40.562065","-74.18073",0,"0","https://www.ncdc.noaa.gov/cdo-web/api/v2/data?datasetid=GHCND&datatypeid=PRCP&limit=1000&startdate=2017-01-04&enddate=2017-01-04&locationid=CITY:US360019",111.67
"5fcd3679ddd31d1b446f05c7","2016-12-29","16:15","QUEENS","11361","40.761993","-73.75849",0,"0","https://www.ncdc.noaa.gov/cdo-web/api/v2/data?datasetid=GHCND&datatypeid=PRCP&limit=1000&startdate=2016-12-29&enddate=2016-12-29&locationid=CITY:US360019",16.9
"5fcd3679ddd31d1b446f05c8","2017-01-09","2:20","MANHATTAN","10036","40.759933","-73.9922",0,"0","https://www.ncdc.noaa.gov/cdo-web/api/v2/data?datasetid=GHCND&datatypeid=PRCP&limit=1000&startdate=2017-01-09&enddate=2017-01-09&locationid=CITY:US360019",2.51
"5fcd3679ddd31d1b446f05c9","2017-01-04","19:30","BROOKLYN","11209","40.632736","-74.033165",0,"0","https://www.ncdc.noaa.gov/cdo-web/api/v2/data?datasetid=GHCND&datatypeid=PRCP&limit=1000&startdate=2017-01-04&enddate=2017-01-04&locationid=CITY:US360019",111.67
"5fcd3679ddd31d1b446f05ca","2017-01-11","12:57","BROOKLYN","11222","40.72854","-73.95349",0,"0","https://www.ncdc.noaa.gov/cdo-web/api/v2/data?datasetid=GHCND&datatypeid=PRCP&limit=1000&startdate=2017-01-11&enddate=2017-01-11&locationid=CITY:US360019",71.16
"5fcd3679ddd31d1b446f05ce","2017-01-20","13:05","MANHATTAN","10033","40.84721","-73.93979",0,"0","https://www.ncdc.noaa.gov/cdo-web/api/v2/data?datasetid=GHCND&datatypeid=PRCP&limit=1000&startdate=2017-01-20&enddate=2017-01-20&locationid=CITY:US360019",4.97
"5fcd3679ddd31d1b446f05cf","2016-12-29","22:06","MANHATTAN","10001","40.747223","-73.99144",0,"0","https://www.ncdc.noaa.gov/cdo-web/api/v2/data?datasetid=GHCND&datatypeid=PRCP&limit=1000&startdate=2016-12-29&enddate=2016-12-29&locationid=CITY:US360019",16.9
"5fcd3679ddd31d1b446f05d0","2016-12-30","1:10","BROOKLYN","11226","40.64701","-73.96262",0,"0","https://www.ncdc.noaa.gov/cdo-web/api/v2/data?datasetid=GHCND&datatypeid=PRCP&limit=1000&startdate=2016-12-30&enddate=2016-12-30&locationid=CITY:US360019",93.06
"5fcd3679ddd31d1b446f05d4","2017-01-20","14:26","MANHATTAN","10065","40.764362","-73.96162",0,"0","https://www.ncdc.noaa.gov/cdo-web/api/v2/data?datasetid=GHCND&datatypeid=PRCP&limit=1000&startdate=2017-01-20&enddate=2017-01-20&locationid=CITY:US360019",4.97
"5fcd3679ddd31d1b446f05d5","2017-01-14","13:30","BROOKLYN","11209","40.62258","-74.03144",0,"0","https://www.ncdc.noaa.gov/cdo-web/api/v2/data?datasetid=GHCND&datatypeid=PRCP&limit=1000&startdate=2017-01-14&enddate=2017-01-14&locationid=CITY:US360019",3.47
"5fcd3679ddd31d1b446f05d8","2017-01-21","14:00","QUEENS","11694","40.577023","-73.840614",0,"0","https://www.ncdc.noaa.gov/cdo-web/api/v2/data?datasetid=GHCND&datatypeid=PRCP&limit=1000&startdate=2017-01-21&enddate=2017-01-21&locationid=CITY:US360019",22.42
